index,y_pred
792,0.011195652173913042
213,0.22037267080745343
1104,1.0
1464,0.18807308970099668
417,0.4
762,0.2835305655442955
189,0.28303480966854827
876,0.1113513470943156
1365,0.4373626373626374
106,0.7093253968253969
630,0.14009724732465048
800,0.12652896672293223
133,1.0
594,0.07494573217313534
101,0.4159243697478991
1171,0.9
190,0.20249554367201425
549,0.95
1309,0.24184552693791214
112,0.95
1401,0.19456349206349205
930,1.0
1018,0.2478930117825337
1376,0.2665162331115144
491,0.76
21,0.11204340709059575
263,0.22010656436487638
1062,0.36182893847194053
832,1.0
885,0.8
1263,1.0
1167,0.2449431320371668
360,0.888888888888889
57,0.6094999999999999
403,0.34309886192239136
646,0.6277777777777778
